               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 222,            0.027235,           0.0090241,           0.0066353,             0.95973,             0.96448,               0.995,             0.68499,            0.016473,           0.0044527,           0.0032845,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027758,           0.0093491,            0.013847,             0.96789,             0.99318,               0.995,             0.72613,            0.015912,           0.0042725,           0.0022316,           0.0056044,           0.0056044,           0.0056044
                 224,            0.022897,           0.0092418,            0.016197,             0.98965,                   1,               0.995,             0.72224,            0.014806,           0.0040598,           0.0018059,           0.0055846,           0.0055846,           0.0055846
                 225,            0.016701,           0.0074849,           0.0093905,             0.98329,                   1,               0.995,             0.75772,            0.013808,           0.0039415,           0.0022036,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022715,           0.0087735,            0.010459,             0.99263,                   1,               0.995,             0.62144,            0.019025,           0.0042267,           0.0015776,            0.005545,            0.005545,            0.005545
                 227,            0.022947,           0.0092159,            0.012171,             0.99196,                   1,               0.995,             0.73107,            0.014022,           0.0040293,           0.0012074,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021667,           0.0093001,           0.0081714,              0.9744,             0.99849,               0.995,             0.63414,            0.021042,           0.0042143,           0.0014657,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024265,           0.0084021,           0.0073943,             0.95006,             0.99297,               0.995,             0.74107,            0.016223,           0.0041065,           0.0019495,           0.0054856,           0.0054856,           0.0054856
                 230,             0.02697,           0.0088304,            0.012775,             0.98305,                   1,               0.995,             0.67394,            0.016537,           0.0041428,           0.0010792,           0.0054658,           0.0054658,           0.0054658
                 231,            0.028637,           0.0088419,             0.01596,             0.99042,                   1,               0.995,             0.74525,            0.015327,           0.0039339,          0.00073586,            0.005446,            0.005446,            0.005446
                 232,            0.025249,            0.010718,           0.0096167,             0.98917,                   1,               0.995,             0.64814,              0.0168,           0.0039139,          0.00073171,           0.0054262,           0.0054262,           0.0054262
                 233,            0.024408,           0.0078242,           0.0080987,             0.99079,                   1,               0.995,             0.76566,            0.015286,           0.0038748,           0.0007463,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022506,           0.0087956,           0.0090674,             0.99046,                   1,               0.995,             0.73239,            0.016337,           0.0038176,          0.00077147,           0.0053866,           0.0053866,           0.0053866
                 235,            0.023674,           0.0088986,           0.0082383,             0.98963,                   1,               0.995,             0.71188,            0.017271,           0.0040236,          0.00079937,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023221,           0.0099338,           0.0078931,             0.98935,                   1,               0.995,              0.7237,            0.015504,           0.0038214,          0.00081768,            0.005347,            0.005347,            0.005347
                 237,            0.017772,           0.0089575,           0.0067487,             0.99034,                   1,               0.995,             0.73546,            0.015144,           0.0038862,          0.00085731,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020311,            0.008779,           0.0082475,             0.98956,                   1,               0.995,             0.72256,            0.018106,           0.0037766,          0.00089293,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024395,            0.009475,            0.011987,             0.98517,                   1,               0.995,             0.67591,            0.015952,           0.0038967,           0.0010403,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024401,           0.0088814,           0.0084368,             0.98353,                   1,               0.995,             0.74912,            0.014704,           0.0037689,           0.0010869,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022135,           0.0076873,           0.0086775,             0.98582,                   1,               0.995,             0.63551,            0.019717,            0.004056,           0.0011172,            0.005248,            0.005248,            0.005248
                 242,            0.024103,           0.0082853,            0.011359,             0.99019,                   1,               0.995,             0.74701,            0.015995,           0.0037189,           0.0011232,           0.0052282,           0.0052282,           0.0052282
                 243,            0.024413,           0.0099581,           0.0099851,             0.99044,                   1,               0.995,             0.64835,            0.017833,           0.0039802,           0.0012657,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023386,           0.0096088,           0.0087881,             0.99067,                   1,               0.995,             0.72186,            0.014016,           0.0037756,           0.0011716,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021208,           0.0079112,           0.0053858,             0.99067,                   1,               0.995,             0.70572,            0.016089,           0.0039148,           0.0011953,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022482,            0.008635,            0.005964,             0.99038,                   1,               0.995,              0.7149,            0.017321,           0.0037909,           0.0011467,            0.005149,            0.005149,            0.005149
                 247,            0.024686,           0.0082131,            0.012817,             0.99024,                   1,               0.995,             0.71104,            0.015804,           0.0038795,           0.0012111,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023913,           0.0078394,            0.009134,             0.98841,                   1,               0.995,             0.65831,             0.01947,           0.0039129,           0.0015203,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025062,            0.007671,           0.0094041,             0.98546,                   1,               0.995,             0.67323,            0.016953,           0.0039186,           0.0016851,           0.0050896,           0.0050896,           0.0050896
                 250,            0.029976,           0.0087044,           0.0099167,             0.98357,             0.99922,               0.995,             0.69744,            0.017318,           0.0040169,           0.0015936,           0.0050698,           0.0050698,           0.0050698
                 251,            0.021284,           0.0094975,           0.0049895,             0.98048,             0.99653,               0.995,             0.70949,            0.016625,           0.0039692,           0.0015999,             0.00505,             0.00505,             0.00505
                 252,            0.024956,           0.0088586,           0.0070654,             0.98528,             0.99835,               0.995,             0.63604,            0.018866,           0.0043907,           0.0013762,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025645,           0.0095176,            0.010875,             0.99084,                   1,               0.995,             0.68127,            0.016644,           0.0042629,            0.001072,           0.0050104,           0.0050104,           0.0050104
                 254,            0.024548,           0.0082197,             0.01619,             0.99038,                   1,               0.995,             0.69045,            0.016451,           0.0041027,            0.001064,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018848,           0.0080568,           0.0071668,             0.98963,                   1,               0.995,             0.70226,            0.014628,           0.0041084,           0.0010437,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022474,           0.0086652,           0.0052204,             0.98737,                   1,               0.995,             0.65767,            0.017004,           0.0042372,           0.0011287,            0.004951,            0.004951,            0.004951
                 257,            0.021779,           0.0090885,            0.013135,             0.98163,             0.99758,               0.995,             0.71752,            0.014771,           0.0040236,           0.0013258,           0.0049312,           0.0049312,           0.0049312
                 258,            0.021427,           0.0080652,           0.0059774,             0.97496,             0.99557,               0.995,             0.70209,            0.016634,           0.0040751,           0.0014935,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02307,           0.0093142,            0.011189,             0.97979,             0.99765,               0.995,             0.73454,            0.014148,           0.0040274,           0.0013487,           0.0048916,           0.0048916,           0.0048916
                 260,            0.023015,           0.0085321,           0.0055677,             0.98472,                   1,               0.995,             0.70427,            0.016348,           0.0040808,           0.0012002,           0.0048718,           0.0048718,           0.0048718
                 261,            0.022586,           0.0084106,           0.0082638,             0.98927,                   1,               0.995,             0.72324,            0.014198,           0.0040627,            0.001139,            0.004852,            0.004852,            0.004852
                 262,            0.021452,           0.0094437,           0.0044993,             0.99135,                   1,               0.995,             0.68803,            0.016008,           0.0041103,           0.0010325,           0.0048322,           0.0048322,           0.0048322
                 263,            0.021155,           0.0091353,           0.0066208,              0.9924,                   1,               0.995,             0.74405,            0.014805,           0.0040083,          0.00092869,           0.0048124,           0.0048124,           0.0048124
                 264,             0.02746,           0.0085493,           0.0084005,             0.99159,                   1,               0.995,              0.7379,            0.014721,           0.0039845,          0.00085545,           0.0047926,           0.0047926,           0.0047926
                 265,            0.024781,            0.008639,           0.0063838,             0.98839,                   1,               0.995,             0.70153,            0.016883,           0.0041656,          0.00089808,           0.0047728,           0.0047728,           0.0047728
                 266,            0.025639,           0.0075922,           0.0070906,             0.98656,                   1,               0.995,             0.72509,            0.015802,           0.0040398,          0.00087719,            0.004753,            0.004753,            0.004753
                 267,             0.02815,           0.0094323,            0.010663,             0.98926,                   1,               0.995,              0.7257,             0.01445,           0.0039663,          0.00079679,           0.0047332,           0.0047332,           0.0047332
                 268,            0.024741,           0.0086737,            0.010422,              0.9869,                   1,               0.995,             0.73705,            0.015625,           0.0039902,          0.00093184,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017881,           0.0079591,            0.010081,             0.98736,                   1,               0.995,              0.7009,             0.01674,           0.0039806,          0.00096674,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019479,           0.0074703,           0.0073698,             0.98895,                   1,               0.995,             0.70489,            0.016128,           0.0039511,          0.00079708,           0.0046738,           0.0046738,           0.0046738
                 271,            0.024903,           0.0090912,           0.0092474,             0.99293,                   1,               0.995,             0.67494,            0.015995,           0.0039721,          0.00081911,            0.004654,            0.004654,            0.004654
                 272,            0.025328,           0.0088037,            0.013681,             0.98654,                   1,               0.995,             0.67406,            0.015262,           0.0039158,           0.0010448,           0.0046342,           0.0046342,           0.0046342
                 273,             0.02176,           0.0078924,            0.017999,             0.98119,                   1,               0.995,             0.71245,            0.015171,           0.0038815,            0.001268,           0.0046144,           0.0046144,           0.0046144
                 274,            0.026317,           0.0089165,            0.015077,             0.98361,                   1,               0.995,             0.76492,            0.012925,           0.0039387,           0.0011656,           0.0045946,           0.0045946,           0.0045946
                 275,            0.029734,           0.0084602,            0.007466,             0.98815,                   1,               0.995,             0.75742,            0.013503,           0.0038729,          0.00094271,           0.0045748,           0.0045748,           0.0045748
                 276,            0.024782,           0.0087945,            0.011012,             0.99005,                   1,               0.995,             0.69639,            0.017461,           0.0039854,          0.00093842,            0.004555,            0.004555,            0.004555
                 277,            0.026192,           0.0089148,           0.0083167,             0.99228,                   1,               0.995,             0.76111,            0.013261,           0.0038567,          0.00073729,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020745,           0.0082668,           0.0061389,             0.99245,                   1,               0.995,             0.71435,            0.018314,           0.0039997,          0.00064259,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023831,            0.008958,            0.010295,             0.99201,                   1,               0.995,             0.70799,            0.014858,           0.0039053,          0.00060411,           0.0044956,           0.0044956,           0.0044956
                 280,            0.021347,           0.0083624,           0.0060933,              0.9911,                   1,               0.995,             0.73296,            0.015542,           0.0040398,           0.0006114,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019075,           0.0077549,             0.00495,             0.98948,                   1,               0.995,             0.73177,            0.015501,           0.0040483,          0.00066834,            0.004456,            0.004456,            0.004456
                 282,            0.020128,           0.0080233,            0.015677,             0.98559,                   1,               0.995,             0.70097,            0.015555,           0.0040827,          0.00086403,           0.0044362,           0.0044362,           0.0044362
                 283,            0.027873,           0.0074245,            0.011651,             0.98489,                   1,               0.995,             0.75842,            0.013782,           0.0039053,           0.0010188,           0.0044164,           0.0044164,           0.0044164
                 284,             0.02823,           0.0078632,           0.0079174,             0.98552,                   1,               0.995,              0.6883,            0.015963,            0.004035,          0.00097475,           0.0043966,           0.0043966,           0.0043966
                 285,            0.026145,           0.0081658,            0.010387,             0.98797,                   1,               0.995,             0.73579,            0.014852,             0.00387,          0.00093613,           0.0043768,           0.0043768,           0.0043768
                 286,            0.024535,           0.0077349,            0.014608,             0.98971,                   1,               0.995,             0.68827,            0.016462,           0.0039625,           0.0008955,            0.004357,            0.004357,            0.004357
                 287,            0.023288,           0.0089087,           0.0062404,             0.98986,                   1,               0.995,              0.6819,            0.016603,           0.0039892,          0.00081739,           0.0043372,           0.0043372,           0.0043372
                 288,            0.028898,           0.0089603,            0.020614,             0.98821,                   1,               0.995,             0.68346,            0.017445,           0.0040293,          0.00073471,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016237,           0.0075891,            0.010078,              0.9904,                   1,               0.995,             0.70168,            0.016072,           0.0039501,          0.00077019,           0.0042976,           0.0042976,           0.0042976
                 290,            0.023402,           0.0080626,           0.0082438,             0.99126,                   1,               0.995,             0.66357,            0.019394,           0.0041208,          0.00071068,           0.0042778,           0.0042778,           0.0042778
                 291,            0.026062,           0.0075209,           0.0090291,             0.99074,                   1,               0.995,             0.75001,            0.014309,           0.0039501,          0.00066633,            0.004258,            0.004258,            0.004258
                 292,            0.018133,           0.0090019,           0.0077041,             0.99095,                   1,               0.995,             0.70323,            0.016548,           0.0041561,          0.00060153,           0.0042382,           0.0042382,           0.0042382
                 293,            0.021868,           0.0078742,           0.0073122,             0.99027,                   1,               0.995,             0.73193,            0.014966,           0.0042248,          0.00061169,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019378,           0.0066854,           0.0078724,             0.98959,                   1,               0.995,             0.68834,            0.017233,           0.0044231,          0.00063701,           0.0041986,           0.0041986,           0.0041986
                 295,            0.025433,            0.008591,            0.010368,             0.99052,                   1,               0.995,             0.72981,             0.01512,            0.004282,          0.00063715,           0.0041788,           0.0041788,           0.0041788
                 296,              0.0226,           0.0070574,            0.012487,             0.98713,                   1,               0.995,             0.72814,            0.015154,           0.0040464,          0.00080366,            0.004159,            0.004159,            0.004159
                 297,             0.02088,           0.0078795,            0.011322,             0.97603,             0.99577,               0.995,             0.72995,            0.014369,           0.0039167,            0.001286,           0.0041392,           0.0041392,           0.0041392
                 298,            0.020553,            0.008326,            0.010772,              0.9633,             0.98104,               0.995,             0.71281,            0.014795,           0.0039024,           0.0031219,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016233,           0.0076795,           0.0061277,             0.88841,             0.97505,               0.995,             0.74566,            0.013806,           0.0039215,            0.006118,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023583,           0.0084225,           0.0088748,             0.87447,              0.9848,               0.995,             0.65472,            0.016866,             0.00418,           0.0098671,           0.0040798,           0.0040798,           0.0040798
                 301,            0.020329,           0.0089476,           0.0059855,             0.92139,             0.99707,               0.995,             0.73991,            0.014041,           0.0039968,           0.0036541,             0.00406,             0.00406,             0.00406
                 302,            0.024657,           0.0094354,            0.011802,             0.88006,                   1,               0.995,             0.71953,            0.014423,           0.0041189,           0.0047836,           0.0040402,           0.0040402,           0.0040402
                 303,            0.020404,           0.0091302,           0.0072748,             0.92622,             0.99323,               0.995,             0.67703,            0.018177,           0.0042658,            0.003162,           0.0040204,           0.0040204,           0.0040204
                 304,            0.021616,            0.007221,           0.0047236,             0.97028,                   1,               0.995,             0.69731,            0.016104,            0.004077,           0.0020142,           0.0040006,           0.0040006,           0.0040006
                 305,            0.016215,           0.0083472,           0.0039288,             0.97605,             0.99556,               0.995,             0.66341,            0.018031,           0.0041676,           0.0016411,           0.0039808,           0.0039808,           0.0039808
                 306,            0.026048,           0.0090542,            0.012747,             0.98659,                   1,               0.995,             0.69684,            0.014314,           0.0040064,          0.00089836,            0.003961,            0.003961,            0.003961
                 307,            0.018639,           0.0083224,           0.0081558,             0.98398,                   1,               0.995,             0.67248,            0.018267,           0.0042171,          0.00079393,           0.0039412,           0.0039412,           0.0039412
                 308,            0.018576,           0.0074045,            0.011822,             0.98021,                   1,               0.995,             0.74785,            0.014021,            0.003933,          0.00080867,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018472,           0.0080437,           0.0042699,             0.98038,                   1,               0.995,             0.65871,            0.018232,           0.0041504,          0.00077763,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022207,           0.0084357,           0.0056673,             0.98437,                   1,               0.995,              0.7341,            0.014247,           0.0039692,          0.00064917,           0.0038818,           0.0038818,           0.0038818
                 311,            0.024649,           0.0095124,            0.012272,             0.98815,                   1,               0.995,             0.67819,            0.016876,           0.0040712,          0.00049274,            0.003862,            0.003862,            0.003862
                 312,            0.024417,           0.0081118,            0.015623,             0.98912,                   1,               0.995,             0.66454,            0.017628,           0.0041924,          0.00045447,           0.0038422,           0.0038422,           0.0038422
                 313,            0.026184,           0.0076691,            0.012973,             0.98804,                   1,               0.995,             0.65404,              0.0171,           0.0041704,          0.00044067,           0.0038224,           0.0038224,           0.0038224
                 314,             0.02022,           0.0079439,           0.0065876,             0.98916,                   1,               0.995,             0.63412,            0.018122,           0.0042171,          0.00042779,           0.0038026,           0.0038026,           0.0038026
                 315,            0.021394,           0.0090103,            0.009832,             0.98862,                   1,               0.995,             0.65307,            0.017862,            0.004221,          0.00042357,           0.0037828,           0.0037828,           0.0037828
                 316,            0.025781,           0.0090626,            0.016657,             0.98854,                   1,               0.995,             0.66989,             0.01671,           0.0042009,            0.000418,            0.003763,            0.003763,            0.003763
                 317,            0.021285,           0.0093132,           0.0084641,             0.98763,                   1,               0.995,             0.66607,            0.016826,           0.0041819,          0.00041664,           0.0037432,           0.0037432,           0.0037432
                 318,            0.024983,           0.0072929,           0.0092515,             0.98957,                   1,               0.995,             0.68244,             0.01534,           0.0040722,          0.00039189,           0.0037234,           0.0037234,           0.0037234
                 319,            0.024798,           0.0075793,           0.0079835,             0.99053,                   1,               0.995,               0.725,            0.013929,            0.003974,          0.00038188,           0.0037036,           0.0037036,           0.0037036
                 320,            0.020593,           0.0085858,           0.0063404,             0.99188,                   1,               0.995,             0.69537,            0.015238,           0.0041094,          0.00037344,           0.0036838,           0.0036838,           0.0036838
                 321,            0.019821,           0.0076298,           0.0065441,             0.99179,                   1,               0.995,             0.72399,            0.014839,           0.0039768,          0.00036728,            0.003664,            0.003664,            0.003664
                 322,            0.021503,           0.0068357,            0.008408,             0.99136,                   1,               0.995,             0.69564,            0.015218,           0.0040598,          0.00035799,           0.0036442,           0.0036442,           0.0036442
                 323,            0.022396,           0.0091603,           0.0065192,             0.99158,                   1,               0.995,             0.67587,            0.017962,           0.0040274,          0.00036099,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017679,           0.0080641,           0.0071246,             0.99178,                   1,               0.995,             0.69283,            0.016277,           0.0040016,          0.00037107,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020378,           0.0066684,           0.0085535,             0.99216,                   1,               0.995,             0.66952,             0.01918,            0.003973,          0.00038509,           0.0035848,           0.0035848,           0.0035848
                 326,            0.029097,           0.0095694,           0.0075208,             0.99229,                   1,               0.995,             0.71748,             0.01547,           0.0038986,          0.00040233,            0.003565,            0.003565,            0.003565
                 327,            0.018564,           0.0083667,           0.0063496,             0.99184,                   1,               0.995,             0.70816,            0.016366,           0.0038872,          0.00042386,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023286,            0.009365,           0.0067446,             0.99043,                   1,               0.995,             0.71399,            0.015557,           0.0038404,          0.00047078,           0.0035254,           0.0035254,           0.0035254
                 329,            0.026732,           0.0079958,            0.010757,              0.9906,                   1,               0.995,             0.72888,            0.015212,           0.0037985,          0.00048451,           0.0035056,           0.0035056,           0.0035056
                 330,            0.019867,           0.0073344,           0.0066915,             0.99119,                   1,               0.995,             0.70606,            0.015458,            0.003891,           0.0004662,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021374,           0.0088461,           0.0067138,              0.9903,                   1,               0.995,              0.7453,            0.014636,           0.0038738,          0.00050969,            0.003466,            0.003466,            0.003466
                 332,             0.02126,           0.0075122,           0.0076386,             0.99005,                   1,               0.995,             0.71823,            0.016004,           0.0039482,           0.0004848,           0.0034462,           0.0034462,           0.0034462
                 333,            0.022516,            0.009682,           0.0075879,             0.99015,                   1,               0.995,             0.70526,            0.017403,           0.0039711,           0.0004725,           0.0034264,           0.0034264,           0.0034264
